time,ticks,degrees
3.999999999999837e-05,2195,48.229980586498975
0.0010419999999999874,3731,81.97998066889643
0.0020449999999999913,5547,121.88232451631427
0.003047999999999995,7278,159.91699257792234
0.004050999999999999,9067,199.2260747051418
0.005052999999999988,10792,237.128906828928
0.006056999999999993,12550,275.75683661073447
0.007058999999999996,14288,313.9453132664681
0.008060999999999999,16218,356.3525399325013
0.009062999999999988,1474,32.38769539157152
0.01006399999999999,3284,72.15820330116749
0.011065999999999993,4819,105.8862307272613
0.012066999999999994,6669,146.53564488900304
0.013067999999999996,8305,182.48291060176493
0.01407,9931,218.21044975149036
0.015070999999999987,11528,253.30078186841013
0.01607199999999999,13279,291.7749030560911
0.01707299999999999,14891,327.1948250175655
0.018074999999999994,178,3.911132822048664
0.019076999999999997,2054,45.13183604768515
0.020078,3597,79.03564472420811
0.021079,5271,115.81787137650848
0.02208099999999999,6861,150.75439489930272
0.02308199999999999,8505,186.87744186249375
0.024082999999999993,10124,222.45117241809368
0.025083999999999995,11865,260.7055670427382
0.026084999999999997,13605,298.9379890110791
0.027086,15369,337.6977547307074
0.028086999999999987,659,14.479980504101515
0.02908799999999999,2244,49.30664074537754
0.03008899999999999,3902,85.7373048968196
0.031089999999999993,5461,119.99267607420087
0.032090999999999995,7058,155.08300819112063
0.033091999999999996,8979,197.2924809504211
0.034093,10574,232.33886775473357
0.035094,12193,267.9125983103335
0.03609599999999999,13932,306.12304762237073
0.03709699999999999,15567,342.04834067882894
0.03809799999999999,854,18.76464848331213
0.039098999999999995,2558,56.20605482472181
0.0401,4214,92.59277366355657
0.041101,5917,130.01220734866263
0.042102,7519,165.21240274710058
0.04310399999999999,9177,201.64306689854266
0.04410499999999999,10763,236.4916997961223
0.04510599999999999,12521,275.1196295779288
0.04610699999999998,14122,310.2978523200631
0.04710799999999998,16048,352.6171883608818
0.048108999999999985,1311,28.80615241407752
0.04910999999999999,3128,68.730468917799
0.05011099999999999,4658,102.34863306237459
0.05111199999999999,6240,137.1093753347397
0.05211299999999999,7994,175.64941449133158
0.053113999999999995,9770,214.67285208660365
0.054114999999999996,11499,252.66357483560444
0.055116,13113,288.1274421096861
0.056117,14720,323.43750078964234
0.057118,5,0.1098632815182209
0.058119000000000004,1760,38.67187509441376
0.059120000000000006,3307,72.6635743961513
0.06012099999999998,5106,112.19238308640719
0.06112199999999998,6693,147.0629886402905
0.062122999999999984,8609,189.16259811807276
0.06312399999999999,10219,224.5385747669399
0.06412499999999999,11828,259.89257875950335
0.06512599999999999,13436,295.2246100957632
0.06612699999999999,15329,336.8188484785616
0.067128,757,16.633300821858644
0.068129,2467,54.20654310109019
0.06913,3995,87.7807619330585
0.070131,5688,124.9804690551281
0.071132,7286,160.0927738283515
0.072133,9212,202.4121098691702
0.073134,10802,237.34863339196443
0.074135,12425,273.01025457277893
0.07513599999999998,14155,311.0229499780834
0.07613699999999998,15807,347.3217781917036
0.07713799999999998,1079,23.708496151632072
0.07813899999999999,2645,58.117675923138854
0.07913999999999999,4433,97.40478539405466
0.08014099999999999,6277,137.92236361797453
0.08114199999999999,7893,173.43017620466352
0.082143,9536,209.5312505115509
0.083144,11261,247.43408263533712
0.084145,12882,283.0517585035443
0.085146,14758,324.2724617291808
0.086147,41,0.9008789084494114
0.087148,1663,36.540527432960275
0.088149,3215,70.64209001621605
0.08915000000000001,4878,107.18261744917632
0.09015199999999998,6466,142.07519565936326
0.09115299999999998,8091,177.78076215278506
0.09215399999999999,9992,219.55078178601266
0.09315499999999999,11593,254.729004528147
0.09415599999999999,13335,293.00537180909515
0.09515699999999999,14953,328.5571297083914
0.096158,236,5.185546887660027
0.097159,1853,40.71533213065267
0.09816,3520,77.34375018882751
0.099161,5196,114.16992215373516
0.100162,6918,152.00683630861045
0.101163,8563,188.1518559281051
0.102164,10179,223.6596685147941
0.103165,11915,261.8041998579204
0.10416599999999998,13659,300.1245124514759
0.10516699999999998,15563,341.9604500536144
0.10616799999999998,847,18.61083988918662
0.10716899999999999,2426,53.30566419264078
0.10816999999999999,4083,89.71435568777919
0.10917099999999999,5647,124.07959014667868
0.11017199999999999,7244,159.16992226359844
0.111173,9030,198.41308642190694
0.112174,11023,242.2045904350698
0.113175,12514,274.96582098380327
0.114177,14114,310.122071069634
0.115179,15759,346.2670906891286
0.116181,1173,25.773925844174624
0.11718299999999998,2733,60.051269677859544
0.11818599999999999,4260,93.60351585352421
0.11918699999999999,6099,134.01123079592585
0.12018799999999999,7712,169.45312541370393
0.12118899999999999,9361,205.68603565841318
0.12219,11079,243.43505918807386
0.123191,12705,279.1625983377993
0.124192,14304,314.29687576732636
0.125193,16098,353.715821176064
0.126194,1489,32.71728523612619
0.127195,3046,66.92871110090017
0.128196,4704,103.35937525234223
0.129197,6286,138.12011752470733
0.13019799999999998,7904,173.67187542400362
0.13119899999999998,9681,212.71728567557932
0.13219999999999998,11272,247.6757818546772
0.13320099999999999,13156,289.0722663307428
0.134202,14766,324.44824297961
0.135203,48,1.0546875025749207
0.136204,1799,39.52880869025588
0.137205,3346,73.52050799199343
0.138206,4886,107.35839869960547
0.139207,6471,142.1850589408815
0.140208,8373,183.9770512304127
