time,degrees
3.200000000000425e-05,0.0
0.100034,0.0
0.20003700000000002,0.00999999999999801
0.300038,0.020000000000003126
0.40003900000000003,-0.030000000000001137
0.500041,0.060000000000002274
0.600043,0.020000000000003126
0.700044,0.07000000000000028
0.800046,-0.030000000000001137
0.900047,-0.020000000000003126
1.0000479999999998,-0.10000000000000142
1.1000489999999998,-0.00999999999999801
1.200052,-0.03999999999999915
1.3000539999999998,-0.04999999999999716
1.4000549999999998,-0.8299999999999983
1.500057,-3.9299999999999997
1.6000599999999998,-5.609999999999999
1.7000609999999998,-10.049999999999997
1.8000619999999998,-17.04
1.9000629999999998,-23.09
2.000064,-24.38
2.1000669999999997,-27.47
2.200068,-2.8100000000000023
2.3000689999999997,-0.0799999999999983
2.40007,0.020000000000003126
2.500072,-0.03999999999999915
2.6000739999999998,0.060000000000002274
2.700075,0.020000000000003126
2.800076,-0.00999999999999801
2.900077,0.00999999999999801
3.000078,-2.1899999999999977
3.1000799999999997,-7.630000000000003
3.200082,-23.03
3.300084,-31.34
3.400084,-31.3
3.500086,-33.239999999999995
3.600088,-1.75
3.70009,-1.4099999999999966
3.800091,-0.1599999999999966
3.900093,0.030000000000001137
4.000095,0.10999999999999943
4.100096,-0.00999999999999801
4.2000969999999995,0.0
4.300098,0.17999999999999972
4.400099,0.020000000000003126
4.500101,-0.09000000000000341
4.60011,-2.6499999999999986
4.700112,-16.189999999999998
4.800113,-43.22
4.900114,-35.39
5.000115,-14.560000000000002
5.100117,-2.0600000000000023
5.200118,-0.3299999999999983
5.300119,-0.04999999999999716
5.40012,-0.14000000000000057
5.500122,0.0
5.600124,0.00999999999999801
5.700125,-0.020000000000003126
5.800126,0.030000000000001137
5.900127,0.10000000000000142
6.000128,-0.00999999999999801
6.100129,-1.1000000000000014
6.200131,-7.229999999999997
6.300132,-24.23
6.400133,-11.409999999999997
6.500134,-3.700000000000003
6.600136,-0.07000000000000028
6.700137,0.0
6.800138,0.03999999999999915
6.900139,0.020000000000003126
7.000139,-0.21000000000000085
7.100141,-4.289999999999999
7.200142,-26.55
7.300143,6.479999999999997
7.400144,-2.030000000000001
7.500146,-0.030000000000001137
7.600148,0.03999999999999915
7.700149,0.3200000000000003
7.8001499999999995,-0.46000000000000085
7.900151,-12.469999999999999
8.000153000000001,-36.21
8.100155,10.240000000000002
8.200155,-2.0600000000000023
8.300156000000001,-0.0799999999999983
8.400157,0.020000000000003126
8.500158,-0.020000000000003126
8.600159000000001,0.3500000000000014
8.70016,-0.20000000000000284
8.800161000000001,0.21000000000000085
8.900162,0.060000000000002274
9.000163,-9.090000000000003
9.100165,-37.16
9.200166000000001,-5.5
9.300167,-4.549999999999997
9.400168,0.3200000000000003
9.500169000000001,-0.00999999999999801
9.600171000000001,0.13000000000000256
9.700172,-0.020000000000003126
9.800173000000001,0.0
9.900176,0.030000000000001137
10.000178,0.3299999999999983
