time,velocity,duty_cycle
1.7999999999997185e-05,0.0,0.01100000000000012
0.010020000000000001,0.0,0.01100000000000012
0.020020999999999997,0.0,0.0039999999999995595
0.030021999999999993,0.0,0.0
0.040023,-0.00999999999999801,-0.01499999999999968
0.050025,0.0,-0.0039999999999995595
0.060025999999999996,0.00999999999999801,0.01499999999999968
0.07002699999999999,0.0,0.006999999999999673
0.080027,0.0,0.0039999999999995595
0.09002800000000001,0.0,0.006999999999999673
0.10002899999999999,0.0,-0.01100000000000012
0.110029,0.0,0.0
0.12003000000000001,0.0,0.0039999999999995595
0.13003199999999998,0.00999999999999801,0.01499999999999968
0.140032,0.0,-0.006999999999999673
0.15003299999999997,0.0,-0.0039999999999995595
0.160034,0.0,0.006999999999999673
0.17003400000000002,-0.00999999999999801,-0.0259999999999998
0.180035,0.00999999999999801,0.01499999999999968
0.19003599999999998,0.0,0.006999999999999673
0.200038,0.0,0.0
0.210038,0.0,-0.0039999999999995595
0.22004200000000002,0.0,0.01100000000000012
0.230043,0.0,0.0
0.24004400000000004,0.0,0.01100000000000012
0.250046,-0.00999999999999801,-0.01499999999999968
0.26004700000000003,0.0,0.0
0.270048,0.0,-0.01100000000000012
0.28005,0.0,0.006999999999999673
0.290051,0.0,0.0039999999999995595
0.30005200000000004,0.0,0.0
0.310062,0.0,0.0
0.320063,0.0,0.0
0.330064,0.0,-0.006999999999999673
0.340065,-0.00999999999999801,-0.01499999999999968
0.350066,-0.00999999999999801,-0.01499999999999968
0.360067,0.0,0.0
0.370068,0.0,0.0039999999999995595
0.380069,0.0,-0.006999999999999673
0.390069,0.0,0.0
0.400077,0.0,0.006999999999999673
0.410078,0.0,-0.0039999999999995595
0.42008,0.0,0.0039999999999995595
0.430082,0.0,-0.0039999999999995595
0.44008400000000003,0.0,0.006999999999999673
0.450086,0.0,0.0
0.460087,0.0,0.0
0.47008800000000006,0.00999999999999801,0.0259999999999998
0.480089,0.0,0.0
0.490089,0.0,-0.006999999999999673
0.500089,0.0,-0.0039999999999995595
0.51009,0.0,0.0
0.520091,0.0,-0.006999999999999673
0.530091,0.0,-0.006999999999999673
0.540092,-0.00999999999999801,-0.02200000000000024
0.550092,0.0,0.0
0.560092,0.0,-0.006999999999999673
0.570092,0.0,0.0
0.580092,0.0,0.0039999999999995595
0.5900920000000001,0.0,-0.0039999999999995595
0.600093,0.0,-0.0039999999999995595
0.610093,0.0,-0.0039999999999995595
0.620093,0.0,-0.0039999999999995595
0.630093,0.00999999999999801,0.01499999999999968
0.640093,0.0,-0.006999999999999673
0.6500940000000001,0.0,0.0039999999999995595
0.660095,-0.00999999999999801,-0.01499999999999968
0.6701,0.0,-0.0039999999999995595
0.6801,0.0,-0.0039999999999995595
0.6901,-0.00999999999999801,-0.019000000000000128
0.700101,0.00999999999999801,0.01499999999999968
0.710101,0.0,-0.0039999999999995595
0.720101,0.0,0.0
0.730101,0.0,-0.006999999999999673
0.740101,0.0,0.0
0.750101,0.0,-0.0039999999999995595
0.760101,0.0,0.006999999999999673
0.770101,0.0,0.006999999999999673
0.780101,0.0,-0.006999999999999673
0.790101,0.0,-0.0039999999999995595
0.800102,0.0,0.006999999999999673
0.810102,0.0,0.0039999999999995595
0.820102,0.0,-0.01100000000000012
0.830102,0.0,0.0
0.840102,0.0,-0.0039999999999995595
0.850102,0.0,-0.006999999999999673
0.8601030000000001,-0.00999999999999801,-0.02200000000000024
0.870104,0.0,0.006999999999999673
0.880105,0.0,0.006999999999999673
0.890105,0.0,0.0039999999999995595
0.900106,0.0,0.0
0.910106,0.0,0.0
0.920107,0.0,-0.0039999999999995595
0.930107,0.00999999999999801,0.01499999999999968
0.940108,0.0,0.0039999999999995595
0.950108,0.0,0.0
0.9601090000000001,0.0,-0.0039999999999995595
0.9701120000000001,0.0,-0.01100000000000012
0.9801120000000001,0.0,0.0
0.990113,0.0,-0.0039999999999995595
1.000114,0.0,0.0
1.010114,0.0,0.006999999999999673
1.020116,0.0,0.0039999999999995595
1.030118,0.0,-0.0039999999999995595
1.04012,0.0,0.0
1.050121,0.0,0.01100000000000012
1.060122,0.0,0.0
1.070122,0.0,-0.0039999999999995595
1.080124,0.0,0.0
1.090125,-0.00999999999999801,-0.0259999999999998
1.100126,0.0,-0.006999999999999673
1.110126,0.0,0.01100000000000012
1.120127,0.0,0.0039999999999995595
1.130127,0.0,0.0
1.1401270000000001,0.0,0.0
1.150128,0.0,0.0039999999999995595
1.160128,0.0,-0.006999999999999673
1.170128,-0.00999999999999801,-0.03000000000000025
1.180129,-0.00999999999999801,-0.03000000000000025
1.190129,-0.03999999999999915,-0.09299999999999997
1.200129,-0.04999999999999716,-0.13400000000000034
1.210129,-0.0799999999999983,-0.20800000000000018
1.220129,-0.10000000000000142,-0.2629999999999999
1.23013,-0.11999999999999744,-0.33000000000000007
1.24013,-0.10000000000000142,-0.2709999999999999
1.25013,-0.0799999999999983,-0.2190000000000003
1.26013,-0.04999999999999716,-0.14499999999999957
1.27013,-0.03999999999999915,-0.09299999999999997
1.28013,-0.03999999999999915,-0.09999999999999964
1.29013,-0.04999999999999716,-0.12600000000000033
1.30013,-0.060000000000002274,-0.16699999999999982
1.310131,-0.09000000000000341,-0.24099999999999966
1.320131,-0.11999999999999744,-0.31899999999999995
1.330131,-0.14000000000000057,-0.367
1.340132,-0.14000000000000057,-0.37100000000000044
