time,pos,duty_cycle
3.999999999999837e-05,0.0,0.0
0.010043000000000003,0.0,0.0
0.020046,0.0,0.0
0.030048,0.0,0.0
0.040049999999999995,0.0,0.0
0.05005199999999999,0.0,0.0
0.060054,0.0,0.0
0.07005699999999998,0.0,0.0
0.08005899999999999,0.0,0.0
0.090061,0.0,0.0
0.10006399999999999,0.0,0.0
0.110066,0.0,0.0
0.12006999999999998,0.0,0.0
0.130072,0.0,0.0
0.140074,0.0,0.0
0.150077,0.0,0.0
0.160079,0.0,0.0
0.17008199999999998,0.0,0.0
0.180083,0.0,0.0
0.190085,0.0,0.0
0.20008800000000002,0.0,0.0
0.210091,0.0,0.0
0.220093,0.0,0.0
0.23009499999999997,0.0,0.0
0.240098,0.0,0.0
0.25010000000000004,0.0,0.0
0.26010300000000003,0.0,0.0
0.27010500000000004,0.0,0.0
0.280108,0.0,0.0
0.29011000000000003,0.0,0.0
0.30011200000000005,0.0,0.0
0.31011500000000003,0.0,0.0
0.32011700000000004,0.0,0.0
0.33012,0.0,0.0
0.34012200000000004,0.0,0.0
0.35012400000000005,0.0,0.0
0.36012700000000003,0.0,0.0
0.370128,0.0,0.0
0.38013,0.0,0.0
0.39013200000000003,0.0,0.0
0.40013400000000005,0.0,0.0
0.41013700000000003,0.0,0.0
0.42013900000000004,0.0,0.0
0.430142,0.0,0.0
0.44014400000000004,0.0,0.0
0.450146,0.0,0.0
0.46014800000000006,0.0,0.0
0.47015,0.0,0.0
0.48015199999999997,0.0,0.0
0.49015400000000003,0.0,0.0
0.500155,0.0,0.0
0.5101589999999999,0.0,0.0
0.520162,0.0,0.0
0.530165,0.0,0.0
0.540167,0.0,0.0
0.550168,0.0,0.0
0.56017,0.0,0.0
0.570172,0.0,0.0
0.580175,0.0,0.0
0.590178,0.0,0.0
0.6001799999999999,0.0,0.0
0.610182,0.0,0.0
0.620184,0.0,0.0
0.6301859999999999,0.0,0.0
0.640188,0.0,0.0
0.6501899999999999,0.0,0.0
0.660192,0.0,0.0
0.670194,0.0,0.0
0.680195,0.0,0.0
0.690197,0.0,0.0
0.700199,0.0,0.0
0.710201,0.0,0.0
0.7202029999999999,0.0,0.0
0.730205,0.0,0.0
0.7402059999999999,0.0,0.0
0.750208,0.0,0.0
0.7602089999999999,0.00999999999999801,0.0
0.770211,0.0,0.0
0.7802129999999999,0.0,0.0
0.790214,0.0,0.0
0.8002159999999999,0.00999999999999801,0.0
0.810218,0.0,0.0
0.82022,0.0,0.0
0.830222,0.0,0.0
0.840225,0.0,0.0
0.850227,0.0,0.0
0.8602289999999999,0.0,0.0
0.870231,0.0,0.0
0.8802329999999999,0.0,0.0
0.8902359999999999,0.0,0.0
0.900238,0.0,0.0
0.9102399999999999,0.0,0.0
0.920241,0.0,0.0
0.9302429999999999,0.0,0.0
0.940245,0.0,0.0
0.950246,0.0,0.0
0.9602479999999999,0.0,0.0
0.9702509999999999,0.0,0.0
0.9802540000000001,0.0,0.0
0.990257,0.0,0.0
1.000258,0.0,0.0
1.0102600000000002,0.0,0.0
1.020262,0.0,0.0
1.030264,0.0,0.0
1.0402660000000001,0.0,0.0
1.050268,0.0,0.0
1.06027,0.0,0.0
1.0702720000000001,0.0,0.0
1.0802740000000002,0.0,0.0
1.0902770000000002,0.0,0.0
1.100279,0.0,0.0
1.110281,0.0,0.0
1.1202830000000001,0.0,0.0
1.1302860000000001,0.0,0.0
1.140287,0.0,0.0
1.1502890000000001,0.0,0.0
1.16029,0.0,0.0
1.170292,0.0,0.0
1.1802940000000002,0.0,0.0
1.190296,0.0,0.0
1.200298,0.0,0.0
1.2103000000000002,0.0,0.0
1.2203030000000001,0.0,0.0
1.230305,0.0,0.0
1.240307,0.0,0.0
1.2503090000000001,0.0,0.0
1.2603110000000002,0.0,0.0
1.2703140000000002,0.0,0.0
1.280316,0.0,0.0
1.290318,0.0,0.0
1.300319,0.0,0.0
1.310321,0.0,0.0
1.3203230000000001,0.0,0.0
1.330325,0.0,0.0
1.340327,0.0,0.0
1.350328,0.0,0.0
1.36033,0.0,0.0
1.370332,0.0,0.0
1.3803340000000002,0.0,0.0
1.390336,0.0,0.0
1.400338,0.0,0.0
1.410339,0.0,0.0
1.420341,0.00999999999999801,0.0
1.4303430000000001,0.0,0.0
1.440345,0.0,0.0
1.450347,0.0,0.0
1.4603490000000001,0.0,0.0
1.470351,0.0,0.0
1.480353,0.0,0.0
1.490355,0.0,0.0
1.5003570000000002,0.0,0.0
1.510359,0.0,0.0
1.520361,0.0,0.0
1.5303630000000001,0.0,0.0
1.540365,0.0,0.0
1.550367,0.0,0.0
1.5603690000000001,0.0,0.0
1.5703710000000002,0.0,0.0
1.5803740000000002,0.0,0.0
1.590376,0.0,0.0
1.600378,0.0,0.0
1.6103800000000001,0.0,0.0
1.620382,0.0,0.0
1.630384,0.0,0.0
1.6403860000000001,0.0,0.0
1.650388,0.0,0.0
1.6603910000000002,0.0,0.0
1.670393,0.0,0.0
1.6803970000000001,0.0,0.0
1.6904000000000001,0.0,0.0
1.700402,0.0,0.0
1.710404,0.0,0.0
1.720406,0.0,0.0
1.7304080000000002,0.0,0.0
1.74041,0.0,0.0
1.750412,-0.00999999999999801,0.0
1.7604140000000001,-0.030000000000001137,0.0
1.770416,-0.07000000000000028,0.0
1.780418,-0.10000000000000142,0.0
1.7904200000000001,-0.14000000000000057,0.0
1.800422,-0.17999999999999972,0.0
1.810424,-0.22999999999999687,0.0
1.820426,-0.28000000000000114,0.0
1.8304280000000002,-0.3299999999999983,0.0
1.84043,-0.38000000000000256,0.0
1.850432,-0.4200000000000017,0.0
1.8604340000000001,-0.46000000000000085,0.0
1.8704370000000001,-0.5,0.0
1.880438,-0.5399999999999991,0.0
1.8904400000000001,-0.5900000000000034,0.0
1.900442,-0.6400000000000006,0.0
1.9104430000000001,-0.7000000000000028,0.0
1.9204450000000002,-0.75,0.0
1.9304480000000002,-0.8100000000000023,0.0
1.94045,-0.8599999999999994,0.0
1.950452,-0.8999999999999986,0.0
1.9604540000000001,-0.9399999999999977,0.0
1.9704560000000002,-0.9799999999999969,0.0
1.9804580000000003,-1.0200000000000031,0.0
1.99046,-1.0600000000000023,0.0
2.0004619999999997,-1.1099999999999994,0.0
2.010464,-1.1599999999999966,0.0
2.020466,-1.2100000000000009,0.0
2.030468,-1.2700000000000031,0.0
2.040469,-1.3299999999999983,0.0
2.050471,-1.3900000000000006,0.0
2.060473,-1.4500000000000028,0.0
2.070474,-1.5200000000000031,0.0
2.080476,-1.5900000000000034,0.0
2.090478,-1.6599999999999966,0.0
2.1004799999999997,-1.740000000000002,0.0
2.1104819999999997,-1.8100000000000023,0.0
2.1204829999999997,-1.8900000000000006,0.0
2.1304849999999997,-1.9699999999999989,0.0
2.140488,-2.039999999999999,0.0
2.150489,-2.1099999999999994,0.0
2.160491,-2.1799999999999997,0.0
2.170502,-2.25,0.0
2.180504,-2.3299999999999983,0.0
2.190506,-2.4099999999999966,0.0
2.2005079999999997,-2.490000000000002,0.0
2.2105099999999998,-2.5700000000000003,0.0
2.220512,-2.6499999999999986,0.0
2.230514,-2.719999999999999,0.0
2.240516,-2.789999999999999,0.0
2.250518,-2.8599999999999994,0.0
2.2605199999999996,-2.9399999999999977,0.0
2.2705219999999997,-3.039999999999999,0.0
2.2805239999999998,-3.1300000000000026,0.0
2.290526,-3.229999999999997,0.0
2.300528,-3.3299999999999983,0.0
2.310529,-3.4200000000000017,0.0
2.320531,-3.530000000000001,0.0
2.330532,-3.6400000000000006,0.0
2.340534,-3.759999999999998,0.0
2.350535,-3.8800000000000026,0.0
2.360537,-3.990000000000002,0.0
2.370539,-4.109999999999999,0.0
2.380541,-4.200000000000003,0.0
2.3905429999999996,-4.280000000000001,0.0
2.4005449999999997,-4.369999999999997,0.0
2.4105469999999998,-4.460000000000001,0.0
2.420549,-4.549999999999997,0.0
2.430551,-4.630000000000003,0.0
2.440552,-4.700000000000003,0.0
2.4505529999999998,-4.780000000000001,0.0
2.460555,-4.869999999999997,0.0
2.470557,-4.939999999999998,0.0
2.480559,-5.009999999999998,0.0
2.490561,-5.079999999999998,0.0
2.5005629999999996,-5.130000000000003,0.0
2.5105649999999997,-5.189999999999998,0.0
2.520567,-5.25,0.0
2.530569,-5.32,0.0
2.5405759999999997,-5.380000000000003,0.0
2.550578,-5.439999999999998,0.0
2.56058,-5.5,0.0
2.570582,-5.539999999999999,0.0
2.580584,-5.579999999999998,0.0
2.590586,-5.619999999999997,0.0
2.600587,-5.649999999999999,0.0
2.610589,-5.68,0.0
2.6205909999999997,-5.700000000000003,0.0
2.630592,-5.729999999999997,0.0
2.640593,-5.770000000000003,0.0
2.650594,-5.810000000000002,0.0
2.660596,-5.850000000000001,0.0
2.670597,-5.880000000000003,0.0
2.680599,-5.93,0.0
2.690601,-5.990000000000002,0.0
2.7006029999999996,-6.030000000000001,0.0
2.7106049999999997,-6.07,0.0
2.7206069999999998,-6.109999999999999,0.0
2.730609,-6.170000000000002,0.0
2.740611,-6.219999999999999,0.0
2.750613,-6.270000000000003,0.0
2.760615,-6.329999999999998,0.0
2.7706169999999997,-6.399999999999999,0.0
2.780618,-6.469999999999999,0.0
2.7906199999999997,-6.549999999999997,0.0
2.8006219999999997,-6.619999999999997,0.0
2.8106229999999996,-6.710000000000001,0.0
2.8206249999999997,-6.82,0.0
2.830627,-6.93,0.0
2.8406279999999997,-7.049999999999997,0.0
2.8506289999999996,-7.159999999999997,0.0
2.8606309999999997,-7.25,0.0
2.870647,-7.340000000000003,0.0
2.880649,-7.420000000000002,0.0
2.89065,-7.490000000000002,0.0
2.900651,-7.549999999999997,0.0
2.910653,-7.609999999999999,0.0
2.920654,-7.670000000000002,0.0
2.930657,-7.719999999999999,0.0
2.9406589999999997,-7.780000000000001,0.0
2.9506609999999998,-7.840000000000003,0.0
2.960663,-7.909999999999997,0.0
2.970665,-7.960000000000001,0.0
2.980667,-8.030000000000001,0.0
2.990669,-8.090000000000003,0.0
3.0006709999999996,-8.159999999999997,0.0
3.0106729999999997,-8.240000000000002,0.0
3.0206749999999998,-8.310000000000002,0.0
3.030677,-8.369999999999997,0.0
3.040679,-8.43,0.0
3.05068,-8.5,0.0
3.060682,-8.560000000000002,0.0
3.070684,-8.630000000000003,0.0
3.080686,-8.71,0.0
3.0906879999999997,-8.810000000000002,0.0
3.100689,-8.899999999999999,0.0
3.1106909999999997,-9.0,0.0
3.120694,-9.079999999999998,0.0
3.130696,-9.170000000000002,0.0
3.140698,-9.259999999999998,0.0
3.1507009999999998,-9.350000000000001,0.0
3.160703,-9.43,0.0
3.170705,-9.520000000000003,0.0
3.180707,-9.61,0.0
3.190709,-9.71,0.0
3.2007109999999996,-9.82,0.0
3.2107129999999997,-9.93,0.0
3.2207149999999998,-10.049999999999997,0.0
3.230718,-10.170000000000002,0.0
3.2407209999999997,-10.32,0.0
3.250723,-10.469999999999999,0.0
3.260725,-10.64,0.0
3.270727,-10.829999999999998,0.0
3.280728,-11.020000000000003,0.0
3.29073,-11.200000000000003,0.0
3.300732,-11.340000000000003,0.0
3.310734,-11.450000000000003,0.0
3.3207359999999997,-11.57,0.0
3.3307379999999998,-11.670000000000002,0.0
3.34074,-11.759999999999998,0.0
3.350742,-11.850000000000001,0.0
3.360744,-11.93,0.0
3.370745,-12.009999999999998,0.0
3.380747,-12.100000000000001,0.0
3.390749,-12.200000000000003,0.0
3.40075,-12.299999999999997,0.0
3.410752,-12.39,0.0
3.420753,-12.490000000000002,0.0
3.430755,-12.590000000000003,0.0
3.4407579999999998,-12.689999999999998,0.0
3.45076,-12.770000000000003,0.0
3.460763,-12.86,0.0
3.4707649999999997,-12.939999999999998,0.0
3.4807669999999997,-13.030000000000001,0.0
3.490769,-13.119999999999997,0.0
3.500771,-13.21,0.0
3.510773,-13.299999999999997,0.0
3.520775,-13.369999999999997,0.0
3.530777,-13.450000000000003,0.0
3.54078,-13.520000000000003,0.0
3.550782,-13.590000000000003,0.0
3.560784,-13.659999999999997,0.0
3.570786,-13.729999999999997,0.0
3.5807879999999996,-13.780000000000001,0.0
3.5907899999999997,-13.829999999999998,0.0
3.6007919999999998,-13.880000000000003,0.0
3.610794,-13.93,0.0
3.620796,-13.969999999999999,0.0
3.630798,-14.020000000000003,0.0
3.6408,-14.049999999999997,0.0
3.6508019999999997,-14.090000000000003,0.0
3.6608039999999997,-14.11,0.0
3.670806,-14.119999999999997,0.0
