time,pos,duty_cycle
3.600000000000131e-05,5.939999999999998,0.5940000000000003
0.010038000000000005,5.939999999999998,0.5940000000000003
0.020041000000000003,5.939999999999998,0.5940000000000003
0.030043000000000007,5.939999999999998,0.5940000000000003
0.040045000000000004,5.939999999999998,0.5940000000000003
0.050047,5.939999999999998,0.5940000000000003
0.06005,5.939999999999998,0.5940000000000003
0.070052,5.939999999999998,0.5940000000000003
0.08005300000000001,5.939999999999998,0.5940000000000003
0.090055,5.939999999999998,0.5940000000000003
0.10005700000000001,5.939999999999998,0.5940000000000003
0.11006099999999999,5.939999999999998,0.5940000000000003
0.120063,5.939999999999998,0.5940000000000003
0.130066,5.939999999999998,0.5940000000000003
0.140069,5.939999999999998,0.5940000000000003
0.15007199999999998,5.939999999999998,0.5940000000000003
0.160074,5.950000000000003,0.5949999999999998
0.170076,5.939999999999998,0.5940000000000003
0.180079,5.939999999999998,0.5940000000000003
0.190081,5.939999999999998,0.5940000000000003
0.20008299999999998,5.939999999999998,0.5940000000000003
0.210085,5.939999999999998,0.5940000000000003
0.220088,5.950000000000003,0.5949999999999998
0.23009000000000002,5.939999999999998,0.5940000000000003
0.240093,5.939999999999998,0.5940000000000003
0.250095,5.950000000000003,0.5949999999999998
0.260106,5.939999999999998,0.5940000000000003
0.270108,5.939999999999998,0.5940000000000003
0.280118,5.939999999999998,0.5940000000000003
0.29012,5.939999999999998,0.5940000000000003
0.300122,5.950000000000003,0.5949999999999998
0.310124,5.939999999999998,0.5940000000000003
0.320126,5.939999999999998,0.5940000000000003
0.330129,5.939999999999998,0.5940000000000003
0.340131,5.939999999999998,0.5940000000000003
0.350134,5.939999999999998,0.5940000000000003
0.360136,5.939999999999998,0.5940000000000003
0.370138,5.939999999999998,0.5940000000000003
0.380141,5.939999999999998,0.5940000000000003
0.390143,5.939999999999998,0.5940000000000003
0.400145,5.939999999999998,0.5940000000000003
0.410147,5.939999999999998,0.5940000000000003
0.420149,5.950000000000003,0.5949999999999998
0.430151,5.939999999999998,0.5940000000000003
0.440153,5.939999999999998,0.5940000000000003
0.45015499999999997,5.950000000000003,0.5949999999999998
0.460157,5.939999999999998,0.5940000000000003
0.47016,5.939999999999998,0.5940000000000003
0.480162,5.939999999999998,0.5940000000000003
0.49016400000000004,5.939999999999998,0.5940000000000003
0.500167,5.939999999999998,0.5940000000000003
0.510169,5.939999999999998,0.5940000000000003
0.520171,5.939999999999998,0.5940000000000003
0.530174,5.939999999999998,0.5940000000000003
0.540176,5.939999999999998,0.5940000000000003
0.550178,5.939999999999998,0.5940000000000003
0.56018,5.939999999999998,0.5940000000000003
0.570182,5.939999999999998,0.5940000000000003
0.580183,5.950000000000003,0.5949999999999998
0.590185,5.939999999999998,0.5940000000000003
0.600187,5.939999999999998,0.5940000000000003
0.610189,5.939999999999998,0.5940000000000003
0.620191,5.939999999999998,0.5940000000000003
0.630194,5.939999999999998,0.5940000000000003
0.640195,5.939999999999998,0.5940000000000003
0.650197,5.950000000000003,0.5949999999999998
0.660198,5.939999999999998,0.5940000000000003
0.6702,5.939999999999998,0.5940000000000003
0.680202,5.950000000000003,0.5949999999999998
0.690203,5.939999999999998,0.5940000000000003
0.700205,5.939999999999998,0.5940000000000003
0.710207,5.939999999999998,0.5940000000000003
0.720208,5.939999999999998,0.5940000000000003
